Item_Identifier,Item_Type,Item_MRP,Sales,Outlet_Identifier,Outlet_Type,Outlet_Establishment_Year
71dbb6cd-86e8-4e69-b95d-f42f150c3fbd,Electronics,299.57,7103,82aa8dc3-0f29-4f43-bdd1-241431215a69,Fashion Store,2017
a09d1e2a-1c52-4388-a561-aa4e70e71396,Food,258.37,8528,92861038-4c1f-4504-a8b1-61b4fd47d88f,Online,2003
b697f37e-adb2-41fb-89c0-99045d3b0c26,Electronics,375.66,7738,4fa3a990-664c-41c4-ab8a-9bd022a03708,Online,2020
f9e256ca-c7c4-4d78-9f36-7c3d76e9c74d,Clothing,397.26,4146,cc38c506-211e-4683-b8cd-e56ff222a12d,Online,2009
64f40bf9-a7c0-44cb-99db-b4dda2571d19,Electronics,80.53,6640,e2a3669f-102d-4edd-9789-65b51e62631e,Supermarket,1996
d52e25d1-eada-4aa4-bab9-da304302a89a,Clothing,492.54,8540,902ce9cf-ad34-4297-94b6-3b820dce10f9,Fashion Store,2000
76bf36de-6db1-44f6-be6a-e71006c3e673,Appliances,396.73,6176,be89d5a0-a0ab-430f-85f0-283f13dd55d1,Electronics Store,2019
d45e2347-77ca-4975-97ce-7079965d38fa,Clothing,450.87,3000,cb780b58-dfaf-4d7a-b19b-dbfde42b6808,Fashion Store,1990
8c55fe07-ff08-464b-8ce2-35f650f668fd,Electronics,123.78,1976,ff816a78-eaa2-4542-9380-819bc7b9f9a5,Fashion Store,2005
e8eac466-66c5-48b5-8c46-2196f18a3fdf,Appliances,345.57,1374,eae2d5e8-7def-4da7-8f80-e6b12d326299,Fashion Store,1997
27f94cc7-38f2-46a5-a643-c933603cbbcf,Clothing,83.09,3804,539a3e2e-a540-4dda-9a6c-217fe0a7611c,Supermarket,1990
d6d6b73d-0f01-4ec4-a2e4-4de31553a63c,Clothing,293.71,9724,1a86f643-cf17-4965-b282-dc05505700bc,Supermarket,1998
478002bd-fcdb-4af2-9c4f-2968cc53e94f,Appliances,368.55,8863,c6beefd7-5f78-4983-881d-cb0e4d9fda18,Supermarket,2017
600e18e5-3ff6-4a76-974c-319f9f462462,Electronics,204.13,4908,4c6f0695-3309-4784-b0bb-1c6d1392f59b,Fashion Store,2000
309d4e6e-0b2e-45c4-989f-4bd60f16c3b9,Electronics,57.69,4615,e9870587-7ef2-4c96-9c95-30261ce5562a,Online,2010
06492940-1e09-4e0c-a99e-4fb0682d1965,Food,60.94,6917,a286da29-47e5-4735-b19c-73a62106d6c7,Fashion Store,2001
f344c297-a696-4ff0-b0c1-3025559a3d5f,Electronics,250.53,4876,5f8a3510-6044-4bd2-9139-554974eb63c7,Electronics Store,2019
1a98a263-ebc2-44d0-b0f4-ca64a8188cf5,Appliances,215.59,3586,cb11f3c8-fc40-4c8f-a44d-3db9b5b20d74,Fashion Store,2008
6aff1900-7aec-454e-8648-4db106e4daa3,Electronics,70.22,625,a5f8e774-4411-4fde-bd6e-919c20ef7754,Fashion Store,1999
7dd97f12-48d9-4fc9-aa5b-c1f05e37bffc,Clothing,89.59,9702,c3257aaf-e8cc-49cf-b665-39bcf739d63c,Online,1999
7a918181-dc00-4654-ba5d-63fc9b41d15c,Food,353.37,9233,a9ad70df-5209-478f-9bed-2bb053b7e31d,Electronics Store,2002
df352bb8-d95b-4d17-91d9-ff370be1c4f3,Food,356.53,4615,110fac9f-09b4-469e-a3f8-5658bc8638b5,Fashion Store,2017
34f9a4b4-d937-4d8a-91f0-23987ddc3532,Electronics,156.17,8995,2fcc12e0-7749-4bf9-af24-38e1d9d96b1e,Online,2013
db32dacb-0e17-4bb0-a44c-2ca1d998685a,Electronics,354.35,390,391cd4e8-2a98-41a2-92fb-b564bf93b0fb,Supermarket,1998
51f975b7-22a1-4937-876f-346a19289d78,Food,372.54,1489,09eb6c16-fa60-443f-8e6f-24216751bc17,Supermarket,1998
fa9dbcad-f1de-4990-a795-e5c664bf758f,Appliances,402.06,8041,a91f71a0-58c4-4f0e-bb9a-b076768b639b,Supermarket,2012
cf061ad7-f108-4ad4-be56-cba3177e5f7f,Food,416.5,9536,15e263c4-e7b5-4c9e-92b7-80c0085f33b1,Supermarket,1997
3e358cae-7b23-4eda-9586-695cd44c21c8,Food,112.23,6560,97646da2-fb27-4df0-8ca1-daed15e09b47,Fashion Store,1997
c1080bbd-c709-460f-a97d-23ddf30e4c6c,Appliances,371.85,4223,098f4e9f-ef47-4b77-bd25-1dd4a9a7400a,Fashion Store,2018
ad52b25b-e0f6-480c-8958-c31e296cb3da,Electronics,361.15,4135,c87f6768-5af0-4c69-9d98-7af0e68664ce,Electronics Store,2008
5694d866-465c-4de0-959b-6962499e4543,Clothing,317.06,8376,4d0c5310-9894-420c-8698-4b5abfb0fb81,Online,2014
f727dcef-f8d1-45f1-9017-f9acfdd2d4f9,Electronics,210.33,5324,6c467672-4904-4051-85d8-5bf907526f1c,Electronics Store,2003
9ab4fd4a-b165-4ed8-b890-4bee904538f6,Food,270.86,347,1333a360-51fb-4b48-b835-580a62207f62,Online,2011
b9dadb13-3576-448c-bbfa-39f5eaf81fe5,Clothing,289.11,3413,da10f3ef-d09e-4f58-8c35-769672cfa378,Electronics Store,1992
b0f6653d-06cd-4cf5-a19b-80e1282f5ade,Electronics,472.65,1519,9cbf1860-acd0-4032-bf09-02b8ef1e5482,Electronics Store,2011
fa16c3e2-5edf-44e7-b713-432a00275bab,Electronics,380.42,6268,66cf1ac7-6122-4eb6-97f7-a4bebb39c686,Fashion Store,2010
7a6d2dea-a56f-44aa-a547-ae3c21b91ac9,Appliances,290.04,5085,19754e4a-d885-4513-9663-809562f18cf5,Supermarket,2007
705eba3e-ade1-4795-868c-9b406b66baa2,Electronics,206.17,524,67ea81a8-125c-4110-a4f6-a4a757ffb0bf,Fashion Store,1999
f0c60702-0db8-4502-ae65-6ae6b47c079e,Electronics,283.08,2403,8a8d9327-db3e-4160-a4c1-ecd9e9aa04f1,Online,2012
e1139d4f-1b8c-4604-9e1e-3e4bd81e3e38,Electronics,189.79,3392,303dc5c2-d2d0-408f-b55e-3982eed01763,Fashion Store,2015
0945d117-0a37-4fa9-ba76-25ee68d2dcff,Clothing,341.84,8746,b3fdabf9-fab9-4fc5-bc56-6d0da19278fe,Supermarket,1990
2d872937-6520-4280-94c1-8e0452a3820f,Clothing,491.59,345,0dbe3f1e-6c29-4839-bb67-a58f40a9ca39,Online,1990
6e62bc68-addc-45a6-8fe9-8a39598bf359,Appliances,74.9,7134,42a7ab36-1a12-42d1-b551-9d43c7db14b0,Electronics Store,2018
8e1bc6be-11ef-47fe-8bcf-f6856ca6de52,Clothing,460.39,5628,7d7a6150-1a3d-4e3e-8a8f-a68454d6f866,Online,1999
5a68e643-62dd-46e8-8a9c-e2a58b3685d5,Clothing,157.19,8852,7a26758e-7fc6-4f63-af56-a59f6f462c8a,Electronics Store,2010
2674ae76-0fe3-47ac-a3d1-9b0b866a59bf,Appliances,326.36,6909,27311971-716d-4df0-9eb9-f7770a440223,Supermarket,2016
f096933a-92e8-4458-89ab-cbc8ff461d7c,Electronics,342.05,1683,54871fc5-1634-44ff-8504-8b6b3bb42173,Fashion Store,1994
d47799e5-45e7-416c-8e63-788a81a13d10,Electronics,135.32,2572,f1b0e5f9-ee04-4a9f-9ead-4ccd43e70738,Online,2009
373afd2f-bb8f-4ab8-a9eb-eda6e1bb2b31,Food,353.03,3825,33a1ecd5-52c1-467a-b1fb-1274cd432412,Electronics Store,1995
30f494f3-b6cc-40aa-bb9f-069de4b1e2c1,Food,499.2,9161,65879de5-f450-40b0-9854-fc10c6826a47,Supermarket,2013
5b2131bb-7ce7-4dbf-ac3f-ca462ee0bdba,Clothing,222.38,9848,16cb0055-3191-4019-936a-65bc4889ec2f,Electronics Store,1995
7688198f-fcb7-4b94-b57a-457dc6b02f86,Appliances,487.38,1413,e551d678-dccf-48c2-b3b3-3965c5bad6d8,Supermarket,2017
5a7f36ab-48b7-49cc-a260-1db2ed82294f,Clothing,134.32,1199,d09181ba-4389-4366-8a15-78d6987a5c66,Fashion Store,2016
721939d2-a08c-4299-bc6a-2e11690e0a13,Clothing,412.2,1396,79236432-15c6-4ab0-9773-da86851270f3,Supermarket,2009
5530077b-3f62-489e-9200-6d227e667d5f,Appliances,328.15,6413,32702a0f-3419-4f2c-9c69-ce11f77b27d2,Supermarket,2016
ceed51b8-4c96-43c0-86df-ab1d72b72cfa,Clothing,374.83,7315,b86cfc09-60fe-4aa4-be88-0c81a545ba53,Electronics Store,1991
0b60ef6a-d06f-44d5-96b4-dffd01f6f66e,Appliances,497.94,5183,53b9c045-d9c5-4bc0-803e-3d71086ce112,Online,2001
50563fe0-d008-485b-908e-553a0cb68b7d,Clothing,400.83,6733,ba62af3e-217c-48a7-a41c-df3e4ab0027c,Fashion Store,2003
f2fc7599-6ecf-41aa-8610-31c541faadec,Appliances,456.47,5982,e42ceb4d-1fb0-44d3-9570-c85ff779f120,Online,2002
0ed907ff-3529-4955-8420-5d5c31a35da1,Clothing,140.46,898,150409c0-d564-4163-9f01-435fc56396a0,Supermarket,1991
132325fc-f9b5-4b99-a38c-06a6f8146a8a,Electronics,422.82,4379,00d9bed1-fde5-46a0-a971-15b89ad08132,Online,2007
1b87c981-c928-4392-930c-e34e339c2f17,Clothing,151.21,6675,fc60b83a-05fe-471f-8498-2ebe6b5ef5cc,Online,1994
62f7cc1c-cecb-46ca-9c42-94eab9ac0cee,Electronics,361.14,2041,ad3e36f6-aa1c-4a2d-b9f9-91bc5a143cb7,Electronics Store,1996
b43c4ee7-bbe6-4ddb-94e9-c0924ba68db1,Food,205.25,4580,69ea64a1-622b-4b6d-9fa3-725a6db1898e,Fashion Store,2000
5c9da0ae-32a1-4be0-988b-244d5a2fddb0,Food,336.69,2535,add30d90-3348-4435-afc8-345d15b5a0e6,Fashion Store,1996
d5fe6189-2403-4bc8-a7a8-2b0b6cb5ea82,Electronics,151.23,2180,755ae584-d032-4d1a-b790-6251e77a6d1b,Online,2005
9f7eb1ad-5ff8-41dc-b033-b152386ffb33,Food,211.67,4196,77d8d734-1d3b-49e2-9949-c8b72d84fdce,Supermarket,1996
02f39554-f22c-45f2-8e79-842b17079a46,Appliances,111.33,5627,093f9d2a-a753-4e55-9da6-2e262eace8bb,Fashion Store,2020
380c2c38-eed4-4710-81e1-3f49a1a66e01,Appliances,428.07,2033,89f11aa3-d418-4fab-a3d3-ce862e42d26f,Online,2016
7dd99a99-0e0d-42e9-9e0c-938baa8d1c54,Food,193.79,4921,64b31455-6c2a-429c-8218-66ccf68b49b7,Supermarket,2020
88d7f22e-654b-4e61-8094-4e5ebacb4ebc,Food,57.72,5181,a0a7617e-b5a3-4867-be07-dc3681c9cbb8,Fashion Store,2004
caf2eff7-24a1-4026-b3a9-0157b0c48a49,Clothing,470.44,5440,876ecc9f-3778-47e1-a491-b88be618d02b,Fashion Store,1995
b5ccb0e6-6e13-4e61-9adf-ebdd6d7b2435,Electronics,340.43,2837,71c98df9-213a-439d-a660-c908c904b6ba,Electronics Store,1994
b18e65c7-4273-459c-ab59-dec969e289b6,Clothing,154.72,7998,7e0e2dcc-d410-4768-ac92-4d44fa1d221f,Supermarket,2006
2954e675-1a65-488a-91ce-2528f9c29c8d,Appliances,394.62,6211,0290399b-117d-4d02-949d-71528174c8a8,Online,2010
bbfc526d-b794-48d8-a62e-67c72fea59b7,Food,449.27,7091,45d9c0e0-8698-45a9-b31d-fd3b4e7226f3,Fashion Store,2019
c115ecc9-43bf-43c4-a11f-713291c4a77b,Electronics,138.13,7014,3edc2d72-c919-4ea5-8361-b7868906fa99,Fashion Store,2017
e9f50d97-b85f-4465-aef8-28452221ce84,Electronics,482.39,247,5d736c44-7890-4e53-85ba-8821df26be74,Supermarket,2020
18efe620-93a4-49f0-867a-2f13afc408c8,Food,412.91,2236,971915dc-fece-4634-89d6-cbbe05dd0d8e,Supermarket,2008
0ade9af2-b00b-46ea-a615-0ab6e72021ec,Appliances,201.32,5245,fb32d987-a36f-42fa-aff7-59cce50c98ac,Supermarket,2007
c5e05487-8d53-429c-b756-a7e66e7c06ac,Food,89.37,7006,fa51b457-819f-4426-8161-df1bf5490461,Supermarket,1991
db0bf449-8b11-4aca-b159-f9d6cd2030e3,Food,379.71,4038,fe8095d1-cd3d-4d1f-bea8-8372e333a169,Supermarket,1997
69be6b6a-c068-4202-8ce7-c3eceac1d136,Appliances,80.63,6555,6c8b9cca-73a6-4c05-bb3b-49631d160645,Fashion Store,2020
94a07c3a-708c-4334-bd37-44a71ee7dc34,Electronics,188.75,2615,ac63ce72-ecf8-4edf-b14a-1cda01f8710a,Fashion Store,2003
d1def63e-a5ad-4281-ba60-074e49e0b0d7,Appliances,430.46,5699,42c6d107-73c9-4988-a1a1-4474b5815e18,Fashion Store,2001
8e7343cd-dc85-49eb-846e-526019394975,Electronics,139.24,5990,cef6f844-e206-4b7e-9dee-8f63af9ff5f3,Electronics Store,2018
bc4c4664-5c3e-4ca0-8655-60a0a194c4bb,Electronics,170.52,9664,b819ae66-128f-4600-b57c-e8337e33fcf9,Fashion Store,1996
fe1adaac-52e6-4cd1-a344-2f25682d32c2,Food,491.78,5928,78f24d6d-d816-41e4-9f7b-27afe15bbfa3,Supermarket,1990
bec0bae5-25f4-4b20-958b-7954606f415c,Electronics,387.18,6764,dd4ecc28-2c5c-4f47-b875-112c298346d7,Electronics Store,2012
e5884dcf-6b22-456b-a1d9-f364cec08730,Electronics,418.26,7038,3f0eec7c-ad9b-41be-bc19-338e8edca528,Online,2020
a48c92d9-0c2a-4d8f-851a-64c467fe78d3,Food,394.34,4235,cacc80d1-6289-4a76-9be7-54a623661fe7,Supermarket,1992
0f1d4ca9-7e5f-4e94-bf88-080432c1451d,Electronics,205.74,7737,b68fc27f-76f2-4513-a38e-5aab10fba43e,Supermarket,2018
31110b36-d533-4fba-a1e2-549187c56bb2,Appliances,328.43,6388,c9ea4fc6-9ca5-46d3-8ea7-60bd25061d26,Supermarket,2015
bafd91d3-9516-4601-9407-10a13cf26fb8,Electronics,136.8,3097,07216d51-34aa-45d1-83e0-70566dcb937a,Online,1991
d6a562bf-ce83-45d1-a063-ea2d26783028,Appliances,75.87,5410,ebcc83e5-18d0-48f6-ae15-b1cf9c71be48,Fashion Store,1998
c652ba1f-ec95-42c5-a148-a1ee2d1fbace,Appliances,258.37,3294,88a0e835-1242-40fe-85c6-694e5e2702e9,Supermarket,1999
a88d7f75-2432-4f3f-aa32-5db78f5fc900,Clothing,457.37,3874,01ef31fc-ac8a-4e9c-8aba-2de61b955777,Electronics Store,1992
3257b31b-899b-46c2-9c13-6e96db0d4c82,Clothing,72.03,895,4022fedb-bc8f-4336-884e-1f8798271153,Online,1998
ce03013f-b8c0-459b-b81f-d23bc8eb5f4c,Food,305.38,9393,85590959-1826-4648-93e9-6e468caf4e7c,Supermarket,2009
e1a52592-0522-4b65-823b-5d280756a2cb,Clothing,83.67,4328,b072349a-d7e2-49dd-a12f-5ffc61a9de4d,Supermarket,1992
ef85f23e-0dd7-4f3d-858f-aa366450da49,Clothing,206.28,2031,4b40617c-aeeb-4b2f-98df-1807a94d96ad,Electronics Store,2001
16dc3c36-01b3-4624-ac86-81a85b3a9807,Food,436.58,9789,6970d294-d0cc-4c49-80a3-9ce381f8680c,Online,2005
54b5e0b8-db5d-4175-b605-9ae296165834,Food,178.38,8729,bb895847-a93a-4858-b006-fe819e0de185,Electronics Store,2011
8821e319-f9b6-46d7-aedc-5c90f73daf6b,Food,212.76,5181,a9f0cf0a-7b1f-432f-8e06-12aa6c7d3e1b,Electronics Store,2019
fe1a4ddf-3602-4854-82ce-df3e135c6ff9,Electronics,85.58,9291,d3db27ca-1241-4642-a9ae-5a70fa6261d2,Online,2007
c4394094-7c29-41d7-aa5c-c2fdd82d8a0b,Food,357.82,5659,6858a23c-d59e-4f39-93cf-561479245559,Supermarket,2000
69d5b4bd-7307-42af-b40d-6fd227e989bd,Electronics,442.11,1125,3d691f23-9787-4e84-b1c6-90bb62c59232,Supermarket,2013
eda87439-4dd4-4b61-9521-38973add0a91,Electronics,262.49,9312,7652dee9-c324-4ff7-8464-33dbc7be4997,Electronics Store,2014
161a9e8a-42b5-448e-b499-e9b500363077,Electronics,248.39,6615,b33b217b-44b5-4572-b9be-50ba1035be40,Online,2020
e0b4e9ab-3a33-4d5c-90fc-a4dc526f9805,Electronics,426.84,8473,e77237ca-317d-45ec-a297-5da3a3c6e1f6,Electronics Store,2000
422e6531-2516-424e-a418-5b1f5f1f1433,Appliances,490.89,1421,59367120-a129-46d0-9352-9cd7312bb315,Electronics Store,2018
c2426438-d6cf-41a9-918b-9c26131e182f,Appliances,475.98,324,1e5acbc8-7c57-493b-bb34-f9a553519133,Fashion Store,2013
48ecf676-148a-44c8-93f5-fe3f84db2174,Appliances,199.68,7165,1170b275-7e5a-43b8-88ae-35c25f3d296d,Fashion Store,1996
68086454-0b26-440c-99b5-ebf6b4cbdfd9,Food,263.11,4333,692244cf-bc06-46a3-8156-9d297e6dfc81,Fashion Store,2007
cfd4254f-06dc-4fb6-840f-4044b1fc0e91,Clothing,191.45,4077,1b748955-cc26-4efc-9718-bb703cd5cdc6,Electronics Store,2011
4ae56d99-9c8e-4c17-8a5c-df02fce762ad,Clothing,325.54,2014,f14faea6-9201-4903-942e-13290676e96d,Supermarket,2000
f4cbaab1-40d8-4777-91cb-11a52004e50f,Food,289.36,2112,425b75fe-7c08-46dc-b28a-9ce8646c12d0,Fashion Store,2005
7ac7a99a-7aa8-42dd-b6f3-085fa0c942e5,Appliances,81.56,4084,5df2370f-ac1a-4f44-9d36-ae33824431e0,Online,2017
0c4cbbbb-6a42-4445-beb4-17ae496bbae2,Appliances,489.54,3383,1afed312-b48c-4193-a899-519f89328f8b,Fashion Store,1992
05fb811a-9bca-403b-ae23-04b842a8e26f,Clothing,272.32,859,b94dc547-0d5c-4e41-82b8-91bd7adca17a,Supermarket,2016
2c7e5736-612a-486e-a232-ab0be530f725,Electronics,318.17,6592,d52eea18-171a-4ff2-b620-ed5d053f886d,Electronics Store,1994
8ae0951c-715b-4f76-9574-716c34226cee,Food,395.16,6037,c2fcaf3b-4893-43cf-aaa1-0cbd802e0331,Fashion Store,2012
a50f7f98-0396-4519-b234-c3d033d634da,Clothing,147.96,1659,ae5872d9-5775-4688-a4ac-f39384229c98,Supermarket,2009
e941a700-2421-4e62-b913-4ae54827c135,Food,319.79,6380,51bacc51-86e7-4f2c-82d4-84090b007f50,Fashion Store,1999
2df293e4-5f1c-4f95-9b46-3a4e28d1de5a,Appliances,354.52,6154,0fdc5590-dc7d-4e3b-824c-ba99774dea34,Electronics Store,2015
abc15e58-94d5-4b87-81fc-f08b6455df54,Appliances,121.49,5750,79b00010-5107-470c-9ad4-3f1e3789650a,Online,1999
6e15789b-5d27-49aa-8d13-94f5473eb2b5,Electronics,86.52,4939,e87b36b6-7061-46b0-84c0-2b7eda284d33,Electronics Store,1996
337b0eba-a8e7-4a98-96d9-fa72197f0917,Clothing,375.92,2543,962e6d64-fc60-44e8-a8ae-729df6add906,Electronics Store,2008
583f0b14-0321-427e-a840-f6f6f70f0fd9,Food,408.71,121,34c86310-3696-4a00-9708-3af4b8740132,Online,1996
69bd5fb4-4b82-4f53-8e1c-950e3537cae5,Clothing,484.36,6592,0c7fbef3-4e47-4486-8172-0dac60f76030,Electronics Store,1997
5eb54b20-2555-49ce-acba-ebad124c3f04,Electronics,441.58,336,6506c36f-ff3f-405c-a207-5aa82b492458,Supermarket,2008
d341c36f-6288-49ad-aa22-1143f3e3a63d,Clothing,223.63,4438,c6af144c-d8f1-43d9-8be7-ade3e393ccee,Supermarket,2020
bc6ac832-ffa2-4b0c-aed8-b13420646563,Food,339.44,5001,bc7308f4-17d1-456d-ad66-9718d407ab80,Fashion Store,2007
0370e094-3bed-4c06-ada3-c888598c4ee4,Clothing,280.27,1624,743b09d7-25ec-4021-b80d-d81ac5d77d07,Fashion Store,2002
49f783fe-aa39-4db4-b370-37653e34f10b,Appliances,406.09,704,14a70acb-4351-4c89-a3fb-6c088542edf7,Online,2000
3d2ee24c-71ed-44b8-a1ad-296239921b2b,Food,382.85,8567,76028af8-1648-4392-816e-9c334b94b52f,Online,1990
1b5a381a-2f77-45b3-9962-7563d5e3c293,Clothing,210.08,5387,a3546a3c-fd7d-4cf0-90a7-911c8bdc3d6c,Supermarket,1990
55423632-af47-4400-abcb-a42b3e2e973d,Appliances,427.44,2252,d9b5d4ed-808b-42ed-b852-fe109009336e,Fashion Store,2005
fe260e3e-026e-4317-8e05-5081714a5f36,Appliances,290.02,2223,25460ebf-4509-424b-b6ea-ce1de70c4861,Electronics Store,1997
75c0c79c-54d0-48a0-8c3e-e430b4c587b4,Clothing,416.13,1881,d4aea0ce-f08d-46d3-a11f-2a2405f9c2f6,Fashion Store,2008
df00fb52-402e-4b0c-9601-d85bb8c1e425,Food,361.48,7468,6ddfeb30-d542-46c8-a943-3e263acc8659,Online,2004
24dcdf64-d1d1-4ee0-a6fe-99c9d5da904b,Electronics,355.52,2002,649c7360-4a0b-4779-98e2-40cee41fff8c,Electronics Store,2003
436ea030-bf64-4ada-8e76-c19b1055dcd7,Clothing,403.92,7482,e6d64a51-1f84-4b29-903b-7fbc17882ab2,Electronics Store,2002
297cb9a0-e866-426a-b720-3c10d0e493bf,Food,215.86,7101,8a6eadb6-5919-44c6-a7c7-6e870a3470cb,Fashion Store,2008
3e97903c-9d83-4765-8d32-48175a475ed5,Food,397.51,6240,e7b3696d-eefa-4c95-92de-3da08874f9f8,Electronics Store,2013
0aab5df5-eaba-4d32-a428-e0284324c350,Food,280.92,721,c80f1846-d0eb-45e3-a726-a37759fb76fa,Online,1992
a495b0a2-b537-45aa-977b-468e14479afe,Appliances,135.59,3559,4919393a-8cd3-4233-acd2-14be1d3e35bc,Online,2014
99ff9eb9-f7c4-4622-81da-1cf305bf18d2,Clothing,82.76,6437,52f7cfbe-5b34-4c55-8a10-0d06387f228a,Fashion Store,2008
2d019505-79ca-49ab-872d-9b845bbcac01,Food,320.89,2599,77e60eae-02e2-4dfa-acb5-ed0774e422a5,Fashion Store,2019
d5a2bc51-a422-4d77-9d96-451f234cf6d1,Appliances,403.52,5287,3ede1eb1-efe4-4bff-8c07-45b7fa75dbbb,Online,1998
cf185554-ba1d-4a89-9703-37992034982d,Electronics,229.88,5859,9b02a337-4634-4a1a-846a-7086dd00b455,Fashion Store,1995
261f70f7-923c-4012-b253-1008586d1b6c,Clothing,113.44,4216,8cfbc7d9-e808-4afc-8b20-5594bdca60e3,Online,2018
fc748249-cf22-45e7-a734-31d8dce7dfe8,Food,225.85,1860,ad31c4cd-42e5-497e-9a0a-8277729a420a,Online,2007
76b5b89b-b2d3-4553-8105-03f2745f6472,Clothing,188.05,5170,b19c90c3-7f60-463b-b84f-ee2f0ae092fb,Fashion Store,2018
ce33c89a-1a39-47b4-ba8f-61f2fadcf6e6,Food,441.55,9559,1e019e3f-c8cd-4446-8c46-fe0ac751dd03,Electronics Store,2004
7dfccce0-38f9-41e3-ac98-a0370a47b0ab,Electronics,337.83,971,595b8f27-b154-47bd-b85d-2e04b6ffd71c,Electronics Store,1998
3ac7a697-52b5-488f-84b4-5011cf38657e,Electronics,472.74,1335,3070f368-d8ff-47a9-9ea5-501c1979fe9d,Online,1994
b7f0e363-5783-43e9-ae31-615d17c902d4,Electronics,223.27,5369,9d08e85f-5f53-4423-b638-c0249a6b154b,Supermarket,2008
eb21244f-e16d-4fc1-b566-2aaa9eb89ece,Electronics,180.34,6350,7ab97931-aed7-4299-9a95-d917f5ffa7d4,Supermarket,2013
896ee845-0f5b-487d-9e7b-e0c3a4abe9c3,Appliances,377.15,9900,512fa14b-693f-4488-a097-c74b8b68737d,Electronics Store,2007
cb671f23-3166-4535-8746-4471029eb7de,Food,283.34,1453,6cef293c-4928-4bdf-a07f-98c4bcfc572b,Supermarket,1993
47f2f988-7dea-45d2-99f8-acacf21f65b3,Appliances,116.67,592,d0f9f592-cc2e-4c3f-8136-2549d6b6c609,Electronics Store,2005
53e80fc0-d674-4020-8040-3c3fbcdd4d0c,Appliances,287.79,576,7b90191e-dd51-4b8c-823e-1cc147287c34,Online,1997
c6751b91-1112-4fce-b269-df222b00034b,Food,193.02,3885,1811e221-23cb-4c49-bc2b-7bf69cfc4e3a,Electronics Store,2008
e0c09668-74f4-4677-bf23-d0962b414b62,Electronics,334.42,5436,167f4b69-0f7e-4523-a1c0-078fd572a898,Online,2013
1e91d4e1-65a9-4196-85ac-96f06838d1c1,Electronics,465.78,6870,326213de-85b7-4fe7-b4e4-c958d4e21f99,Electronics Store,2005
5eeb2a0c-3ae8-43d0-9c5c-51b637d78323,Clothing,350.54,6836,ce7c387d-8bf8-477d-b3d3-0c19b8be63be,Online,2002
8d791a1d-58bb-42d6-afd5-4aa463786a70,Electronics,249.16,6375,60007757-8092-46d7-8cb3-b7d4860868f9,Fashion Store,2002
6120410b-b7be-4977-93a4-7d52bfe59a92,Electronics,395.64,8686,559f701b-d791-4d8e-89d8-90529b3f67fb,Electronics Store,1993
f9989e12-6995-415c-8385-cb387c699456,Clothing,349.14,164,9520a36b-5a1c-423a-a863-6d1bc9a1a33a,Supermarket,1991
3190321c-9458-4068-b365-e9d998a166ea,Food,344.63,5857,11583a44-25a3-4f14-a5cd-dd4458b008a0,Online,2003
30ab6fa8-488b-4770-aa96-cecfb31f68ec,Clothing,320.28,7067,cee8e5ee-da4d-4229-8072-0d9ba3b128e3,Supermarket,1994
a950fbba-5069-453c-8e7b-d32f5d53b478,Electronics,352.71,6598,26734afd-711e-4ad5-be16-ed282fcd5844,Supermarket,1991
c5bf3046-e050-4d90-a2aa-9371f8fac3be,Clothing,416.5,6819,ca83b28f-98d4-4924-88c5-03531d9b02d2,Electronics Store,1996
42769672-a314-4dab-bc99-a46f556c35f1,Appliances,346.8,7875,e0b287bf-7714-4808-be08-6d736c3bc2b3,Fashion Store,2018
6960ccc8-8176-402f-b228-5396c535ee8e,Electronics,202.6,867,fbd5f95b-44a7-4f0f-b524-55d015dda771,Electronics Store,2002
e92c43ce-ae13-4418-a91e-7dcad7372418,Appliances,467.51,3763,3335f217-4f69-4d11-90ce-fec3a261efc0,Fashion Store,1998
fd66dec1-42cd-4490-9cd8-de22424321e9,Appliances,370.9,1120,2770f814-34f7-4c8e-acdf-ed53a0fc8c5e,Online,2004
8f5a8540-d8d4-4355-b4a5-6b0be677efc1,Appliances,399.12,7835,d488345a-d399-42a2-9f5a-e39b69e2a339,Fashion Store,1990
57c7203f-3846-4766-9b55-ee661734fc1c,Food,105.82,8943,a2e0c0f8-b432-4551-bf24-4be9da5721e5,Online,1994
00900a76-cfbc-4882-a4de-b2984fc50295,Electronics,479.18,5572,a0824397-6f89-44a4-8f62-b17c6828a616,Online,2001
c7ff4e51-619a-4666-b5f8-8464ee2dfd2d,Appliances,329.39,5094,6e15f7d1-f8a7-416d-a4f6-562e7649933d,Supermarket,2001
2d3fbc3b-6782-4d61-b65b-4ed6aabbdc14,Food,452.17,1739,ddfad0e0-eccc-41f2-8d55-2786ca03a455,Supermarket,1990
fa54386e-edee-4bc0-8279-d98cd81ab7a8,Clothing,116.11,4866,fb72359c-13b2-43e6-bf5e-7decc011ceef,Supermarket,2010
7a108db5-123c-4fd3-a1bb-d878eb6f9fe0,Food,188.38,9652,2fc1ade9-7967-4203-adfd-73af2912c0d4,Supermarket,2000
9f1fd594-bbea-42e7-b82a-ee965ec56e62,Food,436.46,911,5cbc2043-2574-4b3c-bdd1-762be37b4bee,Online,2001
15995060-8831-44de-83c6-dc9e4a2801a9,Clothing,440.43,5209,2388a4cf-7f84-4fb5-bbd5-3bc9d591ddf4,Online,1998
