Item_Identifier,Item_Type,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Sales,Outlet_Identifier,Outlet_Type,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type
a0bd6d90-4fc5-49b0-aab0-d453dc506a76,Clothing,0.32,Other,0.763519,208.63,3182,94069a41-a3b6-4136-bb98-f01acaf4109c,Electronics Store,2020,Small,Rural
a15b960b-c5e4-41f8-b1f6-8ed22140aa28,Appliances,7.14,Other,0.158663,68.87,7111,5fc1bfb4-b119-4a79-88f4-ee9065a667d6,Fashion Store,2018,Medium,Rural
e43345e4-15b3-4bf8-a185-bac163a205ca,Electronics,6.8,Other,0.510336,208.83,5846,a6925b0b-46c9-4866-989c-9d40656132a9,Supermarket,2000,Medium,Rural
0fbef7c4-7fc6-40b6-9a0f-4dadcb4795ef,Appliances,7.14,Other,0.113041,79.86,6209,e16cdeec-0fa8-463d-9d81-ec7a46a25c76,Supermarket,2015,Small,Rural
0f07196f-916c-4d22-9eec-55a299c4fc2e,Food,2.1,Regular,0.332538,124.97,6234,9183c5ad-4f43-4138-9a38-6e3264f9551b,Fashion Store,1990,Large,Urban
7e7e0130-9608-4954-a357-a70e789733db,Food,2.1,Low Fat,0.956411,153.43,7544,df415e03-da62-4e1c-b6b1-60ab3c475c96,Online,1992,Large,Urban
c73a60aa-95a6-4f9e-82e5-afb368584b5b,Appliances,7.14,Other,0.889078,70.41,3276,68dfb477-ce5b-4d3c-91c2-6c258e2a7145,Online,2012,Small,Urban
de79efe8-d2e7-4734-a97e-f6b3bf9223d1,Appliances,7.14,Other,0.390259,364.23,9136,0df8295e-d871-4bc4-ac58-8d8ea0f274be,Fashion Store,1991,Small,Urban
bd81dc35-401e-42d2-85a9-50d1f18abe65,Appliances,7.14,Other,0.597042,61.91,4626,d6892a40-8937-4b1d-966b-7e0c3d7ff316,Online,1990,Large,Rural
4282cd72-d83e-48da-91c5-fb33b01c9fb0,Clothing,0.32,Other,0.591226,122.62,3822,d3b50a8b-f1ca-49a7-8eef-ae50fa982db6,Supermarket,1993,Medium,Rural
5cdbee96-dcc6-438b-ae8f-4b7283f6b385,Clothing,0.32,Other,0.138045,458.46,1048,fb492407-818d-491d-af6d-5c20dcd223b1,Fashion Store,2017,Small,Rural
cf951397-fa79-4509-ac73-ed1af2204005,Electronics,6.8,Other,0.700119,95.65,2155,538ceba7-98b9-470d-b05a-44a3314b569b,Fashion Store,2016,Large,Rural
d013311f-e76a-49e8-ae10-3d62abf00b11,Appliances,7.14,Other,0.045004,452.22,7836,bcd13861-1ec6-46de-a2cb-ae932250cfb9,Supermarket,1993,Large,Urban
a792b680-4c9d-47ee-b45f-4c21e157962a,Electronics,6.8,Other,0.644913,199.14,3387,e53e6d32-c0d8-4d04-b4e3-74b2789b50b3,Electronics Store,1998,Medium,Rural
21becb2a-fa45-4cb7-bc4e-dcb959ca8c58,Appliances,7.14,Other,0.92688,297.14,3868,062f5595-1e5a-4683-938f-b1ee0146d5e4,Fashion Store,2004,Small,Urban
e617cace-9ebc-4565-9e41-b7e5a1e989ad,Electronics,6.8,Other,0.210775,130.9,1331,6f59a44a-bebb-4057-ac79-7cf080963cf7,Online,2001,Small,Rural
844eeef3-2291-45e3-bea9-e3dca137a9ca,Clothing,0.32,Other,0.981717,266.98,4225,9be1284a-b118-411d-bdd0-6cd09ce7255e,Electronics Store,2013,Small,Rural
b417c535-78dd-4d95-8f51-432d4857c6ff,Clothing,0.32,Other,0.55041,138.8,1578,46f3a648-ebdc-4de2-b321-14fb65382972,Online,2019,Medium,Rural
2c5d78e8-0395-4649-9981-164ffef86bb2,Clothing,0.32,Other,0.911079,465.79,9648,24c4af3c-52e0-410e-be69-3da050b9a51a,Electronics Store,1997,Large,Rural
0c53e835-e269-4015-8b82-52ea0463d931,Electronics,6.8,Other,0.948676,405.41,9602,751cbf80-0a2b-4f55-8968-892e872369a1,Supermarket,1999,Small,Rural
b9b99581-9d59-4ed0-92c9-c7ba3d981563,Appliances,7.14,Other,0.584887,342.06,5801,d2ebd729-5387-46ae-b45f-1163f4959890,Fashion Store,1994,Large,Rural
6222cdbb-57ef-4440-8cd3-d7ce67990c5e,Appliances,7.14,Other,0.034276,367.97,9695,529956e1-bf87-4e7f-9bb0-b498fe955903,Electronics Store,2003,Small,Rural
50cacb64-548a-4e3d-b525-a7618e766822,Clothing,0.32,Other,0.345389,384.06,5459,d2568776-63f1-49f5-b233-c7e77d5f86db,Supermarket,2017,Medium,Rural
5006a51b-fcf3-4f43-b878-e98d16a5207c,Clothing,0.32,Other,0.553115,437.07,629,5db97926-f3a0-4f5d-91f6-522d40c176df,Online,2005,Small,Urban
cf264d03-f156-43fc-b7d6-810b3bbbfd22,Appliances,7.14,Other,0.509857,245.98,4061,85b85f1b-dcef-4798-93a3-9d9cb8bf5ded,Online,2006,Small,Urban
23ce6c5e-eca1-4be0-b2b1-8775e6976d9c,Food,2.1,Regular,0.489783,223.8,291,01f6bc20-d545-4539-bf16-8cb2ebc4e42e,Electronics Store,1995,Medium,Urban
3cac7b45-2ee1-42d6-8979-885071564720,Food,2.1,Regular,0.643929,334.32,7207,1fee8e0c-9075-48e8-86e4-023a03de5d1d,Fashion Store,1992,Small,Rural
50236225-03d1-4da3-b710-c433fff056ae,Food,2.1,Low Fat,0.586187,477.64,5186,123b8503-b865-45bb-9d6f-5d7498bda15f,Online,2018,Large,Urban
320c71d2-8716-4e44-b233-389110ae15c4,Appliances,7.14,Other,0.272109,59.34,9325,7b2146d0-308a-4c5d-aad5-7012666b6cac,Online,1994,Large,Rural
5db443c9-4b81-4cc0-83e7-5b73baaf785a,Clothing,0.32,Other,0.55537,109.36,7259,ab9a99d4-6b29-4271-93f9-dc7e1edc2fb1,Online,1998,Medium,Rural
0797c451-de5a-4779-907e-4ba2e2c3db45,Food,2.1,Regular,0.964068,174.0,7176,7aa8aa3d-91f1-4af5-9db5-702103ed3cb1,Fashion Store,1996,Small,Urban
017ca7f2-d3ed-4767-9f7f-3efcc516040d,Clothing,0.32,Other,0.760872,194.93,3046,acc08d74-c2b8-4d9c-887f-88dbc3146603,Online,1991,Small,Rural
31c0bf8f-ed08-428f-9c1e-14468edfb478,Clothing,0.32,Other,0.278789,445.59,5175,2c20cfca-5172-47da-9c25-441f81b2afb2,Electronics Store,2007,Small,Urban
b967ccd4-7341-474a-af19-a548704b5af4,Electronics,6.8,Other,0.895148,296.51,2973,e45b8b65-d8ef-4965-a371-8cd5eec26287,Fashion Store,2020,Small,Rural
e48bde8c-efb4-4826-95d3-1f23f526e51e,Appliances,7.14,Other,0.946597,413.95,5341,008d3936-7321-4249-a435-0745912ed07b,Electronics Store,2015,Large,Urban
60967bc4-1be8-4e7a-8864-8d8e9454146c,Food,2.1,Regular,0.823758,404.41,157,09b73735-8f1b-4742-bc19-523987ffe437,Fashion Store,2012,Medium,Urban
bdcfffea-4860-4ffd-b0ca-a54f2cc2772b,Clothing,0.32,Other,0.049166,338.93,1983,f84b47aa-296d-456d-9b53-f39a9875e7a4,Supermarket,2016,Small,Urban
1cca34ea-544f-4259-a18d-18541b5b9b7b,Food,2.1,Regular,0.620887,453.95,9742,8d6b2742-8c93-414d-b1b1-5eb23fe3e503,Electronics Store,1999,Large,Urban
704c474d-95ca-46d8-bd32-356f1f2326c3,Appliances,7.14,Other,0.757544,324.69,9477,41c39007-b41c-47bc-ac84-60d19f596c46,Electronics Store,1996,Small,Rural
41801b4a-987c-4312-adf5-6a3ef92dcbfe,Electronics,6.8,Other,0.544515,476.22,1348,d6fda828-cca4-4106-9897-9c176fe9cc07,Electronics Store,2001,Small,Urban
c0fa0d23-4fe6-483a-bfee-180b74d691aa,Food,2.1,Low Fat,0.182137,317.87,7197,932c338e-7c02-4228-b2bd-4d475b1eb495,Online,2016,Small,Rural
1fcb38b3-da47-449e-91ad-224cb972c7e8,Appliances,7.14,Other,0.215366,191.09,8429,ed04316d-4294-4ce1-8f32-2a5374718904,Fashion Store,2018,Small,Urban
b9334b32-e39c-4806-acd6-c708fd2aa8f0,Electronics,6.8,Other,0.724125,422.6,4322,a71fd9eb-7b98-4d90-9448-6fdc72db4529,Electronics Store,2001,Medium,Rural
43b02383-98df-44c2-9057-6b2cd1348ed4,Appliances,7.14,Other,0.279367,258.97,9693,f1e4db3c-1143-49e0-b58c-2970227ed051,Fashion Store,2018,Medium,Urban
d97fe342-0b23-4e9d-9f7f-9057921e66e2,Appliances,7.14,Other,0.107684,189.04,427,16ea7d62-8fb7-4725-b377-34db13e93ff1,Supermarket,2017,Small,Urban
72e749af-ffdb-4d15-85ec-05b072b87e2d,Clothing,0.32,Other,0.530898,300.0,1715,df9e6f25-3970-4e52-b9e1-b91153cbe0e3,Electronics Store,2011,Medium,Urban
922438ac-47ec-4123-a212-4225420db767,Appliances,7.14,Other,0.082857,384.77,1007,eaa79e88-e4e5-4a0e-bada-ab09dc0af72c,Supermarket,2019,Small,Rural
bed79498-0183-44ab-aa9e-bc343b83785a,Appliances,7.14,Other,0.240542,403.7,557,c848cbb1-3739-4b88-9ff8-54018ef491f8,Online,2018,Large,Rural
39889f84-cb6e-4f8e-80d0-8de6f8da4d24,Food,2.1,Regular,0.122459,240.51,1948,afcd13b8-bca5-4e7b-8258-671b9c366001,Online,2012,Medium,Urban
4f789757-bdac-4733-a6a7-744cb0fe6844,Electronics,6.8,Other,0.764538,165.22,9852,70d5325c-4ddf-4c92-8797-40f9cc4c7724,Fashion Store,1994,Large,Urban
77f9f690-0ba8-4d22-bb96-861ff94d8df8,Electronics,6.8,Other,0.22215,344.14,4412,3e221a2c-467e-4779-b120-85a58dd89fdc,Supermarket,2006,Large,Rural
7c6e0ab9-86b2-415b-aefa-b43fd5e84d77,Food,2.1,Regular,0.427186,476.49,5867,13ce4737-54cc-4dad-a1ff-06d87bf171ca,Fashion Store,2020,Medium,Urban
0c844ade-8e24-45b2-8868-a3be9060105c,Food,2.1,Regular,0.590169,263.74,114,c9372029-9989-426d-bdd3-6c05271194e6,Supermarket,2002,Medium,Rural
bfd95073-ce68-4d0d-96bb-3ff2ad2d42cc,Appliances,7.14,Other,0.393208,142.79,3232,78af2d4a-4b83-473f-b905-09beaf5b2f32,Electronics Store,1992,Medium,Urban
c0f7fd8e-9328-46d3-aa02-d2dc2eb70108,Appliances,7.14,Other,0.352453,358.74,7108,75ae2de9-7a07-4d32-84e0-982f0c05b013,Online,1999,Large,Rural
2f596456-6359-4fa5-9ccc-83f408852f89,Electronics,6.8,Other,0.090828,472.2,4642,605a86a1-0172-49c1-9994-7d7862412704,Electronics Store,2020,Large,Urban
4978e142-9ddf-47a4-ba95-b0dacf7580af,Electronics,6.8,Other,0.981591,185.41,8193,ebe330bb-04e1-4953-8a71-489769dd144c,Electronics Store,2010,Medium,Urban
0ad2a8e7-03e6-458b-b1aa-9f31fbbcf35c,Food,2.1,Regular,0.864091,346.88,7658,c5b16059-83c4-42cd-b87b-45dc4a7a9c10,Online,2007,Small,Urban
f1ddeafc-a471-4ac0-a8a9-ae3dcc38039c,Electronics,6.8,Other,0.490529,146.68,5369,6ebbb202-5da4-488f-aa70-c7fa5de90473,Fashion Store,2017,Medium,Rural
994cc437-ccb4-471e-8c5d-69ab87b5a41e,Appliances,7.14,Other,0.456897,482.42,3628,f1dbab6c-36e9-47a6-96c4-754fc4493796,Fashion Store,2000,Medium,Urban
530821ba-9199-431c-8b9a-68059e0ca7bd,Appliances,7.14,Other,0.320577,296.66,8731,2ff3d4d6-74bc-4061-8ae9-cae19b1e8379,Online,2020,Small,Rural
143509e1-1476-4265-936f-2ae717446f8c,Food,2.1,Regular,0.806784,110.61,9318,30fcb3fa-dfb9-434b-bb6e-9a485742cbb5,Online,2005,Small,Rural
24bda369-1c16-4ca8-a843-1a9b49121be8,Appliances,7.14,Other,0.134952,206.48,8363,3852ae54-1621-4c3f-a685-b2cf93bf0954,Online,1994,Medium,Rural
4de4f390-7f2a-4497-b529-ec0d2d29ce15,Clothing,0.32,Other,0.082103,160.3,4070,88797085-eb34-4d84-960b-35cf639212dd,Supermarket,2015,Small,Urban
2ddae6ad-8b97-4876-8374-5761304c2d15,Electronics,6.8,Other,0.800862,374.58,6410,f6e639ca-5fcb-4087-9d05-a2eb66ca8c1f,Fashion Store,1994,Small,Urban
ec8f97a8-c56f-4f7e-a7f6-aa29fa55349d,Food,2.1,Regular,0.646866,451.39,7582,4ace0460-97c3-4b3a-8511-c3b8111cce38,Fashion Store,2004,Medium,Urban
498b1567-08c8-4b18-bbee-7d798426da46,Clothing,0.32,Other,0.627249,345.93,6776,2353c004-6f60-462a-8a48-d7cee04b7049,Online,2017,Medium,Rural
b9986307-d092-4031-8c36-0fccef1a2d94,Clothing,0.32,Other,0.228484,100.88,9995,a5c74d73-3bc5-4ce9-b769-f632e5692b0a,Fashion Store,2007,Large,Rural
56fa3d3c-7ea7-46f4-a8ab-81ee2fc674bc,Food,2.1,Regular,0.556021,248.14,5187,49500c3c-512a-431b-a0e8-f1a953a346c8,Electronics Store,2003,Small,Urban
148ca91a-8a49-47e7-bbe9-be2de62338c8,Clothing,0.32,Other,0.4467,422.46,2327,2d05cce6-45da-4fc7-a02a-f81331311079,Online,2013,Large,Rural
2c22c3fe-7546-495d-a62e-710333cef1fd,Food,2.1,Low Fat,0.123617,69.02,3919,5b2a0ff4-7796-426e-9fa0-8c50630e8ccf,Fashion Store,2000,Small,Rural
ff41b986-c068-42a0-a28d-c278b0fe7e3e,Clothing,0.32,Other,0.913728,176.95,1380,cea507dc-b160-41c8-988f-f47adbbe5084,Fashion Store,2015,Medium,Urban
65ed9dce-865f-498d-9e33-ce8147205b82,Clothing,0.32,Other,0.026334,100.64,2991,136c9979-e47f-4804-8fd1-e76c766f0c19,Fashion Store,2017,Large,Rural
4d119c5b-b1b1-42ad-8dfb-29fa8c39d7cd,Clothing,0.32,Other,0.397919,130.42,8902,3e38b0c3-77c2-4ba0-bde8-4c9876e4fad5,Supermarket,2014,Medium,Rural
90fdf616-54e7-4bd2-b8fc-cefafff381d1,Appliances,7.14,Other,0.855258,159.37,7584,0f69bd04-3450-412d-8501-4fda32c04d2c,Electronics Store,2006,Large,Rural
3ae62096-8f1d-4d77-a994-188cdb34b298,Electronics,6.8,Other,0.708339,327.4,546,7fae846b-337a-4638-84e8-33133862d785,Electronics Store,1999,Medium,Rural
e068c059-6fcd-4785-9a9b-c5ca2714d67f,Clothing,0.32,Other,0.334756,349.15,3746,c105c641-2117-4916-8fe3-e12954dc445f,Supermarket,2001,Small,Urban
1ace1a73-7344-49fe-b0e3-0476e79d6093,Food,2.1,Low Fat,0.113059,436.73,7542,0f3631cb-35a7-4c91-a921-416dfa0ac944,Electronics Store,2010,Large,Urban
07278b32-46fe-40c9-8ab0-85606607ef6b,Electronics,6.8,Other,0.571964,214.88,3258,32cb286d-e1c7-49f6-9d22-15e4045de393,Electronics Store,1993,Small,Rural
9653ba4f-02a7-4a2a-8b0b-716db38d20d0,Food,2.1,Regular,0.823381,419.32,196,557de931-42a5-4029-b9ec-7d1a1f93df73,Electronics Store,2004,Small,Urban
87fedc03-257d-4cef-89aa-58bef8ba1c90,Appliances,7.14,Other,0.742331,90.08,3194,80c8f646-9234-4de5-bec8-cd2a405dbdc0,Electronics Store,2012,Large,Rural
a49b13ce-ae97-4e5d-a406-3e24779047cb,Appliances,7.14,Other,0.707564,312.21,8680,d449bc50-6ea5-4ffe-a7c1-384cd89a783e,Electronics Store,1991,Small,Urban
e357686b-aed7-4c03-84bc-d145307f26ac,Electronics,6.8,Other,0.46414,344.53,1186,85b17901-ada7-477c-b131-bf214339d9cc,Online,2014,Medium,Urban
dfc82710-497a-444b-bc4c-4f4bbe8d2599,Appliances,7.14,Other,0.525968,254.65,1225,bf6c49a9-b387-4348-bf4c-60ab1cdf6cb3,Online,1999,Small,Urban
41919bb1-b95e-4152-a3d9-a499cb84f6f9,Appliances,7.14,Other,0.956513,94.25,7341,378b2883-2bb5-4ed1-9ea7-e5e6e9645805,Supermarket,2007,Medium,Rural
42b80695-c9a8-4992-ad94-9ec19ddad742,Appliances,7.14,Other,0.968557,186.27,524,8ad119b0-1124-430a-ab6f-280c2e9acfb1,Online,1992,Medium,Urban
2dba20d1-95cb-4de4-b246-ea87f5d3baab,Clothing,0.32,Other,0.85039,499.6,6254,b8aa2938-a1e3-4982-a2c3-c68d6eeca2ae,Online,1999,Small,Urban
5cf5df46-e234-4b48-8fb3-5b698ce8517d,Clothing,0.32,Other,0.131696,396.71,5526,4189d613-8e42-420e-ac43-05c0a2e0cc31,Online,2015,Small,Urban
c85b6c63-deab-4129-8446-75d00837d6db,Clothing,0.32,Other,0.386121,223.32,7959,92aa6b5b-2183-4532-8e8f-f0af7ccf7fa4,Supermarket,2011,Small,Rural
935bf3af-c97d-41cc-b2df-a9f2c8bee5be,Appliances,7.14,Other,0.847114,165.26,4775,db04745b-7757-4ad2-94f5-575df2f5139b,Electronics Store,2002,Small,Rural
bb132dbe-c5b6-4dac-847f-ec6ace807089,Electronics,6.8,Other,0.342644,255.95,770,887c3012-42c0-441c-b3b4-a637a196d3be,Supermarket,1996,Medium,Urban
6a4ca88f-b8af-4d90-ac67-e88aede0b844,Food,2.1,Regular,0.726273,129.61,7051,dd9d78cb-5961-4486-b810-9f40c525f102,Supermarket,1996,Small,Rural
7de5ccac-5d90-4054-b9c8-fce154e41c21,Clothing,0.32,Other,0.053275,324.47,7388,2ceccef4-7810-4c50-a217-dfdcf6951c96,Supermarket,1991,Medium,Urban
e2e8085b-4992-4a3b-b452-eecd841851d6,Clothing,0.32,Other,0.788694,326.82,4098,744e566f-cfab-40e6-8433-b9dc60ab7189,Electronics Store,2003,Medium,Rural
958466dd-8ef4-4fd7-b5e0-5cd177a5e1e7,Appliances,7.14,Other,0.374946,497.24,8591,98a0bc86-ff9a-4673-ba32-bdcbd72f0e9b,Electronics Store,2018,Small,Urban
1483066c-1f79-425f-be56-3b364c43b739,Clothing,0.32,Other,0.045988,111.86,6111,a593c57b-fc7c-4484-9a69-3c457cf08b24,Online,1994,Large,Urban
afbfc138-bd0b-4a36-80b9-7529ea679def,Clothing,0.32,Other,0.234807,249.78,2191,6ba759d4-18a9-4cee-a9ba-2468d844dd01,Fashion Store,2007,Medium,Rural
ff38a2fa-1e44-4160-ae5d-f941d4f9dc28,Appliances,7.14,Other,0.795664,327.35,2212,eeee0bcc-fd4b-43c8-951c-7654c8729a71,Online,2020,Medium,Urban
34896fb6-3d0d-499a-9692-0b1f70e198ec,Appliances,7.14,Other,0.845733,396.91,5246,db619141-c714-4973-a0cb-f190a086c393,Online,2006,Large,Urban
fa42230b-6248-42bc-8a12-6c5ba40d4c46,Food,2.1,Regular,0.791084,290.37,422,2d7a052a-32db-4f4a-85d1-4bc88370963d,Online,2001,Medium,Rural
a2831a65-0d37-4d13-b5f2-b8a3d9a8c46e,Clothing,0.32,Other,0.430484,166.87,6970,ca18e4ae-9391-4429-9aa7-6e77fdc04b08,Online,2000,Small,Urban
45b79a50-978b-444d-85f3-a5987f2e0113,Clothing,0.32,Other,0.861149,464.7,5636,3427b7ca-4b48-4fa0-b86c-bc40d003ece5,Electronics Store,1990,Large,Rural
fcd39d31-9a41-4638-bafb-3f7ad943db04,Food,2.1,Regular,0.705212,110.61,5476,2d9019ed-c326-409a-81e7-534aac1d9f31,Supermarket,1998,Medium,Rural
3389f218-f8a8-4eab-b3bf-7dfb10c00e4f,Electronics,6.8,Other,0.568305,450.04,5853,94d1791a-1535-4545-9310-ef09077de204,Supermarket,1994,Large,Rural
23865467-73a9-44dd-8479-9ecf5e37d123,Food,2.1,Regular,0.140118,239.12,6484,8c72125d-0158-412e-bdc8-403e4e1654a1,Electronics Store,2000,Large,Rural
00efc6f7-8e02-429f-ab1f-c5b6a5ab3fc9,Electronics,6.8,Other,0.667186,326.99,2107,88b484dc-a052-4552-a583-8c5747006810,Fashion Store,2010,Small,Rural
c370e464-243e-41e1-b819-dd37ed3a126c,Electronics,6.8,Other,0.201831,228.83,8102,d4be6093-1436-42b3-bdc9-6eb24fa120b7,Fashion Store,2019,Small,Rural
a2a03118-a3af-4a2f-bd92-64ba1da43dc9,Clothing,0.32,Other,0.082012,154.25,4304,20f0a958-af72-411e-83d2-57a3e56a63fc,Electronics Store,2006,Small,Urban
a806861a-89ac-4496-9cde-4349e46428e6,Electronics,6.8,Other,0.897373,198.64,4560,005ee764-24ef-4b4c-a58f-2bd7f569ad28,Supermarket,1991,Medium,Urban
67e48c7c-12e8-4d11-8dcf-c6d59f3acc4e,Appliances,7.14,Other,0.57394,233.32,9519,09a3031e-1c45-4a92-9c12-15acba3d2081,Online,2004,Small,Rural
ca712a40-d573-4d68-9295-481d3ac193a5,Appliances,7.14,Other,0.481736,171.26,221,a7fd7a0e-8390-47f2-be87-e85475fb091f,Online,1991,Medium,Rural
d4b4ab05-7b04-43e3-9efe-57ae1ee67a13,Clothing,0.32,Other,0.629604,443.99,2784,3eab3dc5-7d11-4a5f-8cda-f70cb4ccbf2f,Supermarket,2009,Small,Rural
9eaf95ab-de77-4ef1-b415-9389b4ed27e1,Food,2.1,Regular,0.620608,312.51,6718,d15a32f6-efc0-49ef-b943-db1ce05efe15,Online,1996,Medium,Urban
64a57bf9-e470-45cd-8bf4-e7c8b0daec72,Electronics,6.8,Other,0.481201,319.92,3992,8ea2283b-66ef-412c-a82b-dff969df548c,Supermarket,2003,Medium,Urban
736ae2d0-fc3d-4d4e-9c3f-e7febf2af1aa,Electronics,6.8,Other,0.79515,466.32,5209,41ca2ef1-17ae-4bc1-ab0a-984f4c81a358,Electronics Store,2005,Medium,Urban
c7c7aa0b-517b-4ea0-998b-09f4c1cfaedc,Appliances,7.14,Other,0.578573,375.8,5506,3e36ce08-f553-466a-896a-cda22c990a05,Supermarket,2007,Large,Urban
082ac25d-d2f8-4ae0-a75f-c91c3f0004c1,Appliances,7.14,Other,0.026914,286.43,4655,2d44dc5c-b44f-4e9d-bd64-650e3e2222b1,Online,2003,Medium,Rural
fcc88b54-6abf-4d02-95a4-d3fdb93d2d22,Electronics,6.8,Other,0.373736,311.29,1071,0f516f7d-1a62-4aea-83d1-eef92ceda2ae,Electronics Store,1990,Large,Rural
a2e32e38-ff71-43c1-b446-af374cbe1eb7,Food,2.1,Low Fat,0.459436,85.61,482,7e3728c5-a10b-4493-a58a-567e0396e02d,Supermarket,2005,Large,Urban
fc63a761-cc9c-4b83-ad22-e72366acf4eb,Appliances,7.14,Other,0.500138,493.91,3885,30f33e63-6152-4317-a351-c904c1867fb4,Supermarket,2020,Large,Rural
df7ed7c8-30d1-4ca7-afb7-7903f74b1a81,Appliances,7.14,Other,0.509609,169.41,7908,7996b313-f0d3-4ef7-9029-a7013918257b,Fashion Store,2005,Medium,Rural
b67bd5e0-96fa-454f-9d55-1c72b925e785,Electronics,6.8,Other,0.946544,337.74,2935,0ab2a634-bf3b-4dcd-8e0a-744c7357048c,Supermarket,2007,Large,Rural
389cda25-be5c-4b25-9995-2603491c2953,Electronics,6.8,Other,0.554352,328.94,4770,240b03d3-76c0-4329-b510-ae03d098e00c,Fashion Store,1999,Medium,Urban
ef0a41a3-7e91-4f48-b020-7165ae337727,Appliances,7.14,Other,0.027752,235.4,719,1678ee3d-37a6-4244-b027-4d46979eb2b0,Electronics Store,2000,Medium,Rural
d59bfb87-6c9a-406b-85ae-f69cba4dfc15,Food,2.1,Regular,0.06214,165.79,1633,b0f685b9-afcb-4e3c-aa3c-83a0aa869df0,Electronics Store,2005,Large,Rural
80baa15a-37e0-4f5a-9790-f585053958c1,Clothing,0.32,Other,0.00407,335.26,1154,e0543838-e04e-4136-97a1-81ba8c4368b0,Supermarket,2010,Small,Urban
ce6bd5c8-b2ec-48f6-96f4-5f8404bd951c,Clothing,0.32,Other,0.819474,281.37,3281,f235c9c2-08aa-4912-940b-77f21e10aef0,Supermarket,2010,Small,Urban
c1665ac7-0542-4184-ae53-664783bcf3b6,Clothing,0.32,Other,0.432952,211.66,7988,2f09f97f-afad-4c4d-b634-4111194cb502,Supermarket,2010,Small,Urban
af897a7a-72fd-4efc-930d-d8dbc9cc2032,Clothing,0.32,Other,0.289634,222.54,332,a5a0951f-33bc-48b1-bfc9-4b5fcff666dd,Online,2006,Small,Urban
eb81de23-93df-408e-822d-55fde0584f48,Clothing,0.32,Other,0.502693,227.94,8214,34ad0ba5-b3f9-4721-903d-392677e71f8e,Supermarket,1997,Small,Urban
1536bb41-658d-4fd6-bcb1-70ca5849bd9b,Appliances,7.14,Other,0.919853,77.01,5662,ae67bfe5-95c9-4745-b973-a07aa29ecc9b,Electronics Store,2020,Small,Urban
0bdcb3fa-8b47-4eda-b16d-ee8314a2037c,Appliances,7.14,Other,0.520312,82.54,330,7c1aa586-12d9-4ef5-b294-9b0bdb50b9ff,Fashion Store,2014,Small,Urban
755146f3-807c-4628-af22-6bc542315f26,Appliances,7.14,Other,0.202905,423.48,5833,b16695a9-3a36-4f83-b146-717f4de170ab,Electronics Store,1992,Small,Rural
c32309e8-5e63-4450-8a88-4ca3a878fbb8,Food,2.1,Regular,0.352961,164.86,2021,2d4922f2-f505-4916-ba04-f610f0dab389,Supermarket,2003,Small,Urban
b0157bb3-fdaa-405c-8ff6-875b7bbe5927,Electronics,6.8,Other,0.518875,208.16,3007,eeb6f7a2-11c4-4061-9cb3-5e7e29fc81c2,Online,2013,Small,Urban
c0d5b91b-3cbe-4e33-9e9e-7b69f87787f9,Food,2.1,Low Fat,0.435904,334.95,3719,2395bbc3-88ea-4b19-8aff-712c4ada6140,Supermarket,1992,Medium,Urban
bf88d7d9-36d9-421e-945f-233ba5644c8c,Clothing,0.32,Other,0.306704,267.16,4031,cbf73cb6-23c0-493d-8135-98c3a69542e8,Online,2005,Small,Rural
ff2f7609-335e-46df-a14e-21b4a0197fa5,Electronics,6.8,Other,0.548261,290.54,8886,f7567e44-927a-4b5f-9193-8dc1f6c8c5eb,Online,2014,Small,Rural
b30c5bc0-0123-4782-a9fd-20c1eabac0fe,Clothing,0.32,Other,0.26376,322.63,564,87c9e0b4-7d72-4095-bcf1-dd660b1853da,Supermarket,1994,Medium,Urban
c673cf0d-f2d4-4032-91a0-718b86bf6444,Electronics,6.8,Other,0.64245,374.2,3403,a2fed775-ecc1-4bba-9ce9-f10ad01ac7d7,Online,2004,Medium,Rural
f8433b9e-5009-4787-ac16-2fc18384b117,Clothing,0.32,Other,0.001413,438.95,6426,3138886a-e8b1-4d45-9a9f-3399daa3e15a,Electronics Store,2020,Small,Rural
c585d879-1b2f-4d16-aaf2-704d4129892c,Electronics,6.8,Other,0.194546,370.09,1608,7427d7b8-8d7a-494a-8b4d-b8af73ff95e5,Fashion Store,2019,Large,Urban
55591de9-ec99-4298-9f65-cb8edfb4a4c0,Clothing,0.32,Other,0.653996,169.98,4337,a4a11c54-91c5-4482-bd5d-e3ec3c7298f1,Supermarket,1995,Small,Urban
1626c3d9-d6d8-48f9-8725-24f85f6481be,Food,2.1,Low Fat,0.501215,496.95,7675,1d610a1c-d3db-45ec-b8c7-76636c991d87,Supermarket,1993,Medium,Rural
797450f8-02fd-46b1-8955-a57ea97d9ce6,Clothing,0.32,Other,0.990771,480.03,3314,c7630348-fc92-4a52-b689-4ccc55d9275a,Fashion Store,2001,Medium,Rural
2f1a40ca-c882-4bdd-b41c-4c8ad5428c6e,Clothing,0.32,Other,0.051136,233.38,5801,e6120bbe-1d6c-44f5-97ce-821b2c859508,Supermarket,2016,Small,Urban
75f7b1f5-9141-4971-9cb6-a2b1c217526a,Food,2.1,Regular,0.009202,220.16,5869,5c0f276b-5e41-4624-89ef-4cc7716c8e74,Electronics Store,2013,Medium,Rural
